"","state","county","year_court_estab","felonies","misdemeanors","court","year","population","per_capita_income","percent_employed","prop_17","prop_64","prop_65","graduate_hs","graduate_college","death_rate","percent_male","percent_white","percent_black","average_age","avg_never_married","avg_married","avg_divorced","percent_below_pov","unemployment_rate","homelessness_count","county_fips","years_since","percent_homeless","county_state_code","Group","match"
"2084","CA","Sanbernardino",2004,1,0,1,2013,2082738,13358,0.27247351,0.30966526,0.60227656,0.088058211,0.73748267,0.20859388,65,0.50114006,0.72993696,0.081031881,32.185143,0.25701913,0.56488854,0.093707621,0.10278748,9.9,2321,71,0,11.143985,"7100133580",TRUE,1
"2085","CA","Sandiego",2018,0,0,0,2013,3209768,16220,0.34990808,0.24457249,0.64608473,0.10934278,0.8128249,0.29563159,70,0.50957519,0.74949718,0.063773014,34.608044,0.30237409,0.51785183,0.09958259,0.081435159,7.9,8879,73,-5,27.662436,"7300162200",TRUE,1
"2086","IL","Sangamon",2015,0,0,0,2013,199141,14947,0.43250591,0.25535077,0.60758692,0.13706233,0.81710768,0.27926037,95,0.4707264,0.90821588,0.080522016,37.119591,0.24921775,0.55007482,0.10589212,0.071856663,7.5,280,167,-2,14.06039,"16700149470",TRUE,1
"2087","CA","Sanjoaquin",0,0,0,1,2013,702046,12705,0.27557486,0.29596695,0.59269953,0.1113335,0.6822952,0.19621702,77,0.50606501,0.73480737,0.05637208,34.044144,0.26480961,0.54379928,0.095698334,0.12041911,12.5,1541,77,0,21.950129,"7700127050",FALSE,1
"2088","CA","Sanluisobispo",2009,1,0,1,2013,275696,15237,0.28399995,0.21887347,0.63955021,0.14157633,0.83367652,0.28014797,82,0.51596963,0.89158785,0.026372017,36.871525,0.29820815,0.52690595,0.094224647,0.068231411,6.9,2357,79,4,85.492714,"7900152370",TRUE,1
"2089","CA","Sanmateo",2006,0,0,1,2013,748661,22430,0.46375051,0.21933645,0.65751827,0.12314527,0.83236712,0.37176323,72,0.49288279,0.71870148,0.054313041,37.499348,0.28617156,0.53296077,0.094210699,0.042850096,5.3,1995,81,7,26.647575,"8100224300",TRUE,1
"2090","CO","Sanmiguel",0,0,0,0,2013,7621,16454,0.92663562,0.22584178,0.73090613,0.043252122,0.92626727,0.4335342,21,0.52997535,0.98795509,0.001368738,33.383793,0.3325367,0.50665754,0.11847047,0.097122304,6.6,2267,113,0,2974.6753,"11300164540",FALSE,1
"2091","CA","Santabarbara",1999,0,0,1,2013,434601,17155,0.33184347,0.23237322,0.64421225,0.12341454,0.79816794,0.30577815,73,0.50216174,0.77233446,0.02814333,35.672291,0.31525323,0.51179361,0.093731329,0.074494347,7.3,1882,83,14,43.304089,"8300171550",TRUE,1
"2092","CA","Santaclara",1998,1,0,1,2013,1866425,20423,0.56430423,0.23985879,0.67312199,0.087019235,0.81089026,0.37427002,55,0.50715458,0.68924004,0.037534632,34.617538,0.31518662,0.51809853,0.095660664,0.049612004,6.6,7631,85,15,40.885651,"8500204230",TRUE,1
"2093","CA","Santacruz",0,0,0,1,2013,268816,17347,0.30492222,0.23811887,0.64929003,0.11259108,0.81341857,0.34076846,71,0.49711841,0.83944476,0.011456728,35.518017,0.3118546,0.50094968,0.10710075,0.062473703,10.4,3536,87,0,131.53979,"8700173470",FALSE,1
"2094","FL","Santarosa",0,0,0,0,2013,160392,12656,0.21447653,0.27171355,0.63321,0.095076464,0.78308731,0.25029036,72,0.49803939,0.93599892,0.040130869,34.95155,0.18595259,0.64601588,0.093596451,0.11537142,6.7,945,113,0,58.918152,"11300126560",FALSE,1
"2096","KS","Sedgwick",2009,0,1,1,2013,506442,14555,0.5268839,0.27735829,0.60871965,0.11392204,0.81947011,0.25122929,80,0.48956057,0.85510403,0.089334644,34.854431,0.23343603,0.58105403,0.10770117,0.082773536,6.1,538,173,4,10.623132,"17300145550",TRUE,1
"2098","CA","Shasta",2014,0,0,0,2013,178397,12381,0.29128242,0.27483746,0.58431268,0.14084986,0.77845794,0.21050611,102,0.48982561,0.93838924,0.007351941,37.022308,0.19146317,0.59632945,0.1156609,0.11030044,12,851,89,-1,47.702595,"8900123810",TRUE,1
"2099","KS","Shawnee",2015,0,0,0,2013,178650,14091,0.47836944,0.25900134,0.61001641,0.13098226,0.83743286,0.24063759,99,0.48222095,0.87708104,0.0830248,36.776146,0.23638895,0.56857425,0.11220521,0.074305639,5.8,439,177,-2,24.573187,"17700140910",TRUE,1
"2100","TN","Shelby",2016,0,1,0,2013,938363,13330,0.51510775,0.27386999,0.62164992,0.10448005,0.7547164,0.23150034,92,0.47633997,0.5507037,0.43576175,34.384068,0.30404788,0.47914386,0.095771194,0.14657916,8.8,1816,157,-3,19.352852,"15700133300",TRUE,1
"2101","WA","Snohomish",2012,0,1,1,2013,744112,15769,0.36701801,0.2773633,0.62783426,0.094802447,0.84531915,0.26254442,62,0.49865347,0.93319762,0.010237479,34.207161,0.22134066,0.60183209,0.1085427,0.048747566,5.1,947,61,0,12.726579,"6100157690",TRUE,1
"2103","CA","Solano",0,0,0,0,2013,423659,14833,0.22613177,0.28740883,0.63074255,0.081848651,0.81957346,0.25062171,66,0.5121482,0.66767913,0.13465385,32.922779,0.25566861,0.5757072,0.091677696,0.059727237,9.2,1329,95,0,31.369568,"9500148330",FALSE,1
"2104","MD","Somerset",0,0,0,0,2013,25959,10232,0.11885665,0.20166382,0.64884812,0.14948806,0.62841177,0.11326026,116,0.53003412,0.60930032,0.3815273,38.2785,0.33781081,0.45378107,0.076288134,0.12156167,10.6,360,39,0,138.68022,"3900102320",FALSE,1
"2106","CA","Sonoma",0,0,0,1,2013,494073,17239,0.3579112,0.24670421,0.61900407,0.13429172,0.83452481,0.31205875,85,0.49011132,0.90579617,0.014288217,36.974705,0.24828896,0.54916221,0.11346656,0.051894229,7.2,4280,97,0,86.626877,"9700172390",FALSE,1
"2107","WA","Spokane",2007,1,1,1,2013,478332,12804,0.42607176,0.26368427,0.60354656,0.13276917,0.84050697,0.28346545,83,0.48643473,0.94606549,0.01412703,36.15646,0.24665156,0.54988456,0.11490126,0.097687349,8,1030,63,0,21.533161,"6300128040",TRUE,1
"2108","CA","Stanislaus",2014,0,0,0,2013,523451,12731,0.27825609,0.30597642,0.58581406,0.1082095,0.68040758,0.18192661,76,0.49150386,0.80242199,0.017407874,33.667496,0.22874127,0.58213598,0.097868726,0.11431391,13.1,1201,99,-1,22.943886,"9900127310",TRUE,1
"2109","OH","Stark",2016,0,0,0,2013,375108,13003,0.41857257,0.25154999,0.60434455,0.14410545,0.76164323,0.17870942,99,0.47856143,0.92338097,0.068152942,37.695747,0.2276348,0.58422834,0.091684565,0.089477807,7.5,522,151,-3,13.915992,"15100130030",TRUE,1
"2111","FL","Stjohns",0,0,0,0,2013,209439,17113,0.34106335,0.22227392,0.61321259,0.16451347,0.78812212,0.28240684,97,0.48509467,0.90120363,0.087416053,39.459602,0.2101752,0.58722967,0.10398065,0.071154989,5.7,1437,109,0,68.611862,"10900171130",FALSE,1
"2112","MN","Stlouis",2010,1,0,1,2013,200452,11833,0.37146908,0.24378321,0.5873732,0.16884361,0.80784279,0.23494934,111,0.48652208,0.96892232,0.0055798562,38.725826,0.25878903,0.5534057,0.084978998,0.097079448,6.1,410,137,3,20.453775,"13700118330",TRUE,1
"2113","MO","Stlouis",2001,0,1,1,2013,1000456,18625,0.55497926,0.24598677,0.62316853,0.1308447,0.82322896,0.32788831,91,0.47661719,0.8416785,0.1402254,37.335533,0.25396007,0.57360566,0.080274664,0.040452152,6.3,1811,510,12,18.101746,"51000186250",TRUE,1
"2114","MA","Suffolk",2007,1,1,1,2013,762488,15414,0.7822538,0.19307703,0.68567687,0.12124608,0.77034324,0.31180751,84,0.4805364,0.66056037,0.22467789,35.908131,0.48722398,0.33492774,0.069147103,0.14437369,6.1,5881,25,0,77.129082,"2500154140",TRUE,1
"2116","OH","Summit",2001,0,1,1,2013,541926,14409,0.47637817,0.24425523,0.61746246,0.1382823,0.78600264,0.22952771,95,0.47882482,0.86778772,0.11880814,37.331062,0.25849429,0.54819411,0.096402854,0.094840832,7.6,862,153,0,15.906231,"15300144090",TRUE,1
"2118","FL","Suwannee",0,0,0,0,2013,43588,9768,0.24966393,0.26504853,0.5660941,0.16885735,0.64031702,0.11410283,126,0.48315907,0.84107542,0.14746079,39.018482,0.18539673,0.59969538,0.090675429,0.15125382,7.2,1278,121,0,293.19995,"1210097680",FALSE,1
"2119","TX","Tarrant",2003,1,1,1,2013,1912767,15178,0.46437022,0.27136159,0.6453774,0.083261043,0.78776044,0.27155325,66,0.4946402,0.78411984,0.12028001,33.268929,0.24058123,0.57074511,0.10482167,0.081549488,6.1,3163,439,10,16.536253,"43900151780",TRUE,1
"2120","IL","Tazewell",2016,0,0,0,2013,136266,13681,0.32005304,0.26435825,0.60328883,0.13235295,0.78748435,0.19314906,94,0.48466352,0.99148691,0.0015037351,37.238689,0.19781882,0.63303053,0.084316388,0.070997491,8.6,396,179,-3,29.060808,"17900136810",TRUE,1
"2122","TX","Travis",2007,0,1,1,2013,1122248,15123,0.60994923,0.23978022,0.68759573,0.072624028,0.83585,0.34720975,49,0.50009108,0.73342103,0.10959791,32.500999,0.34950846,0.47574055,0.10759114,0.10213107,5.1,2090,453,6,18.623335,"45300151230",TRUE,1
"2123","OK","Tulsa",2007,1,1,1,2013,623705,14742,0.56006366,0.26124239,0.62307662,0.11568102,0.81248438,0.27865338,89,0.481592,0.8299284,0.098577306,35.611656,0.22542927,0.56742895,0.11953444,0.100247,4.9,1008,143,0,16.161486,"14300147420",TRUE,1
"2124","CA","Tuolumne",0,0,0,0,2013,53997,13224,0.21821859,0.22484316,0.60981095,0.16534588,0.78736931,0.20973106,99,0.53035742,0.90374774,0.032008421,39.645596,0.18668027,0.59254915,0.13398826,0.068617709,10.9,376,109,0,69.633499,"10900132240",FALSE,1
"2125","AL","Tuscaloosa",2012,0,0,1,2013,201084,11406,0.40734243,0.23694211,0.64959276,0.11346514,0.73431158,0.22359657,84,0.48262048,0.72679079,0.26160297,35.021896,0.32855254,0.4982475,0.081797138,0.13487644,6.5,99,125,1,4.9233155,"12500114060",TRUE,1
"2129","TN","Union",0,0,0,0,2013,19063,8351,0.13787059,0.26792756,0.62173212,0.1103403,0.4767268,0.06349048,92,0.49415803,0.99737114,0.00021907405,35.573318,0.18215962,0.64741784,0.085915491,0.18223621,9.6,796,173,0,417.56281,"1730083510",FALSE,1
"2130","CA","Ventura",2009,0,0,1,2013,838136,17861,0.31279522,0.27351514,0.63230926,0.094175622,0.77844429,0.28428662,60,0.50446177,0.79096162,0.023361174,34.209927,0.26427206,0.57372791,0.090206288,0.049675003,8,1674,111,4,19.972893,"11100178610",TRUE,1
"2131","OK","Wagoner",2008,1,1,1,2013,75654,11839,0.12096151,0.29716182,0.60543406,0.097404093,0.7448588,0.15931073,71,0.49268007,0.85869724,0.041434329,34.754776,0.17921296,0.6690709,0.082075939,0.093727313,4.9,487,145,5,64.372009,"14500118390",TRUE,1
"2133","MO","Warren",0,0,0,0,2013,32980,11640,0.28509265,0.28079247,0.58088464,0.13832292,0.68221158,0.12545598,80,0.49554622,0.96769732,0.026261901,36.565117,0.19232585,0.65810239,0.068716705,0.083609574,6.9,940,219,0,285.02124,"21900116400",FALSE,1
"2134","UT","Wasatch",0,0,0,0,2013,26584,10722,0.25661612,0.39508376,0.51214194,0.092774309,0.81715393,0.24115652,62,0.50133806,0.98493409,0.00029735354,31.082268,0.19739988,0.67603105,0.058876269,0.062227506,4.3,253,51,0,95.170029,"5100107220",FALSE,1
"2136","MN","Washington",0,0,0,0,2013,245946,17435,0.30533394,0.30374375,0.63118935,0.065066896,0.88999712,0.33065844,45,0.50163132,0.96826506,0.01097357,32.725723,0.23510842,0.6368143,0.077464856,0.036307316,4.5,745,163,0,30.291203,"16300174350",FALSE,1
"2138","OR","Washington",2007,0,0,1,2013,555264,16351,0.57662237,0.26828736,0.63039476,0.10131791,0.86754775,0.35365003,62,0.48888153,0.91945219,0.0066055963,34.821808,0.23093443,0.59778339,0.10119613,0.047637802,6.2,432,67,6,7.7800832,"6700163510",TRUE,1
"2139","NV","Washoe",2001,1,1,1,2013,431083,16365,0.59244817,0.23119996,0.66615617,0.10264385,0.81206745,0.24941479,76,0.5068894,0.88387972,0.022303635,35.979523,0.24973553,0.52486974,0.14797437,0.062574096,9.8,746,31,12,17.305252,"3100163650",TRUE,1
"2140","MI","Washtenaw",2014,0,1,0,2013,356040,17115,0.50237334,0.21593499,0.70904475,0.075020231,0.88479084,0.41009742,53,0.49451643,0.83548635,0.11210977,32.988102,0.40009785,0.46321514,0.080856979,0.064036585,5.8,510,161,-1,14.324233,"16100171150",TRUE,1
"2141","MI","Wayne",2009,1,1,1,2013,1780225,13016,0.34611711,0.27022803,0.60451573,0.12525626,0.69911921,0.17874862,98,0.4740409,0.57395202,0.40209985,35.716183,0.33093366,0.44049126,0.1059425,0.16851269,11.4,3169,163,0,17.801121,"16300130160",TRUE,1
"2142","TN","Wayne",0,0,0,0,2013,16920,8240,0.24499461,0.25662002,0.59598136,0.14739864,0.5394876,0.057863928,129,0.48955867,0.98758525,0.0098313596,37.784641,0.17796764,0.64533722,0.075804397,0.14888996,9.6,283,181,0,167.25769,"1810082400",FALSE,1
"2144","TN","White",0,0,0,0,2013,26193,9299,0.32135391,0.23912394,0.59980088,0.16107516,0.5446946,0.084978938,115,0.48332503,0.97829765,0.018815331,39.176903,0.17093858,0.64047796,0.081166416,0.14075314,9.4,372,185,0,142.02267,"1850092990",FALSE,1
"2145","TX","Wilbarger",0,0,0,0,2013,13204,9823,0.30447721,0.26393756,0.54837644,0.187686,0.62485421,0.1683266,120,0.493552,0.79425967,0.089213677,39.030155,0.19488953,0.59015012,0.081210993,0.15524441,5.8,302,487,0,228.71857,"4870098230",FALSE,1
"2147","MN","Wilkin",0,0,0,0,2013,6496,10108,0.27727515,0.28286323,0.54536986,0.17176689,0.74777943,0.24389341,95,0.49507716,0.98802555,0.000266099,38.168575,0.22006643,0.63310611,0.048243314,0.090077072,4.2,287,167,0,441.81033,"16700101080",FALSE,1
"2148","IL","Will",2010,1,0,1,2013,683734,15186,0.32622659,0.29790968,0.61578226,0.086308084,0.80393159,0.23157848,61,0.499145,0.84917146,0.10735966,33.287983,0.25994378,0.5984776,0.069935426,0.04541513,9.9,1907,197,3,27.890963,"19700151860",TRUE,1
"2149","LA","Winn",0,0,0,0,2013,14849,8728,0.26572007,0.2781978,0.56961089,0.15219128,0.58253253,0.097627349,111,0.49499047,0.69721556,0.29491672,36.996681,0.2173494,0.55783135,0.079759039,0.22390847,7.9,118,127,0,79.466629,"1270087280",FALSE,1
"2150","IL","Winnebago",2005,0,0,1,2013,290945,14516,0.51682198,0.26216128,0.6111232,0.12671551,0.75938272,0.21214652,88,0.48481098,0.87950796,0.09195257,36.344936,0.24105997,0.57434094,0.098587334,0.077090792,10.5,895,201,8,30.761827,"20100145160",TRUE,1
"2151","IA","Woodbury",2001,0,1,1,2013,102284,12218,0.47634214,0.28062803,0.57240832,0.14696366,0.78044444,0.22127792,90,0.48114493,0.93713623,0.019099271,36.518509,0.24176221,0.57116735,0.086468525,0.10240503,4.8,236,193,12,23.073013,"19300122180",TRUE,1
"2152","MA","Worcester",0,0,0,0,2013,810846,15500,0.38723272,0.24404365,0.61890507,0.13705131,0.78164148,0.27852634,93,0.48713478,0.93809116,0.02127081,36.614853,0.28697339,0.54378438,0.07549566,0.063116871,7.1,1657,27,0,20.435446,"2700155000",FALSE,1
"2153","CA","Yolo",2013,0,0,0,2013,206292,13861,0.3702336,0.24100587,0.66360956,0.095384575,0.81400806,0.31912795,68,0.49569786,0.75917131,0.022481784,33.341679,0.35958874,0.47767547,0.089816719,0.098207712,9.1,474,113,0,22.977139,"11300138610",TRUE,1
"2154","ME","York",0,0,0,0,2013,199429,14131,0.26609027,0.2611081,0.61246634,0.12642553,0.79533565,0.24411602,85,0.48680636,0.98683369,0.0033720767,36.394608,0.22559142,0.60692424,0.08430282,0.047435869,6.4,3016,31,0,151.23177,"3100141310",FALSE,1
"2155","CA","Yuba",0,0,0,0,2013,73090,9874,0.1570722,0.3169094,0.57743698,0.10565364,0.67860633,0.16352926,69,0.50010306,0.78211516,0.041852716,32.965103,0.21624766,0.58293569,0.10602283,0.1599815,13.3,1485,115,0,203.17416,"1150098740",FALSE,1
"2156","ID","Ada",2005,1,0,1,2014,425471,14268,0.63142753,0.28304216,0.61271292,0.10424493,0.86338603,0.2980963,60,0.49193051,0.9665314,0.0046555703,34.368584,0.22350383,0.59506768,0.11331606,0.061883409,3.8,753,1,9,17.698034,"100142680",TRUE,1
"2157","IA","Adams",0,0,0,0,2014,3877,10110,0.20468557,0.24434854,0.53842992,0.21722154,0.77108759,0.16164903,124,0.49075216,0.99609536,0.0006165228,41.924374,0.16580844,0.66297632,0.056385171,0.14103472,3.3,1939,3,0,5001.2896,"300101100",FALSE,1
"2159","CA","Alameda",2009,1,1,1,2014,1607792,17547,0.42973167,0.23718673,0.65666729,0.10614596,0.81241018,0.33471027,71,0.4927696,0.59554857,0.17921531,35.480156,0.32184255,0.48303875,0.10394745,0.081192605,5.9,4272,1,5,26.570601,"100175470",TRUE,1
"2162","PA","Allegheny",2001,1,1,1,2014,1233027,15115,0.49090165,0.21114387,0.61532837,0.17352776,0.79881316,0.27725053,118,0.46895316,0.87504423,0.11190102,39.938023,0.28601116,0.51868349,0.069801249,0.087094598,5.4,1573,3,13,12.757223,"300151150",TRUE,1
"2163","AK","Anchorage",1998,1,1,1,2014,299893,19620,0.43861836,0.29463899,0.66887575,0.036485255,0.89383018,0.31626469,39,0.51412934,0.80735892,0.064257883,30.583635,0.26655084,0.56099081,0.12234332,0.054173402,5.1,1023,20,16,34.112167,"2000196200",TRUE,1
"2164","MO","Andrew",0,0,0,0,2014,17282,10984,0.10757244,0.27009293,0.57251233,0.15739475,0.78313816,0.1587822,97,0.4859896,0.99207217,0.0020503006,37.976078,0.17061947,0.66522121,0.069734514,0.1054111,5.2,200,3,0,115.72735,"300109840",FALSE,1
"2165","MD","Annearundel",2003,1,1,1,2014,559142,18509,0.36949575,0.24620411,0.66587085,0.087925024,0.81338042,0.27485532,68,0.50342315,0.85655338,0.11825933,35.004768,0.25897187,0.57874036,0.07579945,0.030496268,5,384,3,11,6.8676653,"300185090",TRUE,1
"2166","VA","Appomattox",0,0,0,0,2014,15348,10795,0,0.24914621,0.60359406,0.14725971,0.62385821,0.12222706,103,0.48389983,0.76914948,0.22898032,38.383396,0.20869477,0.62087971,0.058271252,0.09997192,5.6,220,11,0,143.34116,"1100107950",FALSE,1
"2167","VA","Arlington",0,0,0,0,2014,225980,25633,0.63123041,0.15139,0.73506457,0.11354542,0.86823124,0.54051429,64,0.49138275,0.76562572,0.10495156,37.753002,0.3995156,0.42626479,0.089538485,0.042726457,3.2,291,13,0,12.877246,"1300256330",FALSE,1
"2169","AL","Autauga",0,0,0,0,2014,54893,11182,0.22053066,0.29507333,0.60639358,0.098533109,0.69678783,0.17364848,86,0.48661679,0.79317397,0.20001753,34.479897,0.21653026,0.61581224,0.07697653,0.12024655,5.8,490,1,0,89.264572,"100111820",FALSE,1
"2170","AL","Baldwin",0,0,0,0,2014,199183,12275,0.36864063,0.25979853,0.58880746,0.15139398,0.73007894,0.2001785,91,0.48576516,0.86044973,0.12861213,38.085651,0.18990049,0.63218522,0.083035298,0.10438783,6.1,598,3,0,30.022642,"300122750",FALSE,1
"2171","MD","Baltimore",2017,0,0,0,2014,824994,18658,0.43145692,0.21839991,0.64167202,0.1399281,0.79015803,0.28569764,94,0.47727609,0.84939909,0.1234602,38.194424,0.25451562,0.55883569,0.075366512,0.038321882,6,3136,510,-3,38.012398,"51000186580",TRUE,1
"2172","MA","Barnstable",0,0,0,0,2014,214289,16402,0.3301037,0.21023017,0.56933093,0.2204389,0.87516809,0.34774458,121,0.47231317,0.9621982,0.015149647,42.200356,0.23046781,0.57616627,0.082759164,0.057769302,7.2,381,1,0,17.779728,"100164020",FALSE,1
"2173","PA","Beaver",0,0,0,0,2014,168977,11683,0.25674796,0.23333494,0.59728736,0.16937767,0.75712633,0.17892379,115,0.47643381,0.93909496,0.056289058,39.669209,0.22817412,0.58553022,0.065048523,0.10813912,6.6,95,7,0,5.622067,"700116830",FALSE,1
"2175","PA","Berks",2005,0,0,1,2014,414559,14604,0.41090506,0.23310739,0.61080819,0.15608443,0.71210003,0.1888385,99,0.48331317,0.93473852,0.029724566,38.55846,0.24501033,0.57770437,0.073098086,0.052213024,5.6,604,11,9,14.569699,"1100146040",TRUE,1
"2176","MA","Berkshire",0,0,0,0,2014,128856,14857,0.38394856,0.22740255,0.60375166,0.1688458,0.78553855,0.26055872,116,0.47896692,0.9696452,0.018184166,39.076538,0.27702087,0.53360975,0.080109984,0.063392468,6.6,753,3,0,58.437325,"300148570",FALSE,1
"2178","TX","Bexar",2008,0,1,1,2014,1858003,11827,0.41905391,0.29183629,0.60915023,0.099013492,0.72610825,0.22585978,70,0.4851214,0.74130291,0.071427725,33.476269,0.27011096,0.53682965,0.10145038,0.16188604,4.7,2892,29,6,15.565099,"2900118270",TRUE,1
"2180","TN","Bradley",2017,1,1,0,2014,102771,11768,0.48555186,0.24755806,0.64159161,0.11085033,0.65146428,0.1648322,86,0.48202464,0.95143259,0.039342307,36.132027,0.20433511,0.61865389,0.09549816,0.11255611,6.1,627,11,-3,61.00943,"1100117680",TRUE,1
"2181","FL","Brevard",2002,0,0,1,2014,555548,15093,0.34981376,0.21919504,0.61442488,0.16638011,0.81692624,0.27165017,98,0.4941701,0.89827257,0.078743689,39.489761,0.20463338,0.59978211,0.10092243,0.063029505,7.2,1477,9,12,26.586361,"900150930",TRUE,1
"2182","MA","Bristol",0,0,0,0,2014,555090,13853,0.36648199,0.24466696,0.61054462,0.14478843,0.66502172,0.20671864,95,0.4775964,0.95279908,0.015906779,37.270538,0.27206063,0.54999816,0.072722986,0.074257828,7.4,925,5,0,16.663965,"500138530",FALSE,1
"2183","MT","Broadwater",0,0,0,0,2014,5653,10125,0.23538277,0.287824,0.54852319,0.16365281,0.72899956,0.17053609,99,0.50904161,0.98071128,0.00030138638,38.393009,0.17248216,0.65067405,0.081284694,0.13185655,5.4,1745,7,0,3086.8564,"700101250",FALSE,1
"2185","CO","Broomfield",2015,0,0,0,2014,1689874,58634,0.41197291,0.26587173,0.65284532,0.081282973,0.84912115,0.31298393,228,0.49589396,0.91623735,0.013756001,33.936764,0.25922063,0.56998301,0.10631309,0.06388066,5.7,6621,14,-1,39.180435,"1400586340",TRUE,1
"2186","FL","Broward",1997,0,1,1,2014,1860933,16883,0.44232124,0.20439702,0.58792281,0.2076802,0.76437026,0.24298149,108,0.47883931,0.81687999,0.15408112,41.368515,0.23536855,0.53637004,0.10250517,0.071245596,6.1,2766,11,0,14.863512,"1100168830",TRUE,1
"2187","MN","Brown",0,0,0,0,2014,25272,11244,0.44607916,0.2741254,0.54973316,0.17614141,0.73358917,0.18562292,101,0.48428699,0.99284762,0.00044470798,38.236881,0.22919892,0.62113005,0.050841719,0.061402276,4.7,482,15,0,190.72491,"1500112440",FALSE,1
"2188","WI","Brown",2015,0,0,0,2014,256202,13906,0.58568609,0.27056846,0.62147856,0.10795297,0.825553,0.24420612,69,0.48775914,0.95902753,0.0052005714,34.636311,0.27613163,0.57496268,0.073603116,0.066762596,4.8,3569,9,-1,139.30414,"900139060",TRUE,1
"2189","PA","Bucks",0,0,0,0,2014,625253,18292,0.40815893,0.25673628,0.63440406,0.10885963,0.82944202,0.29633883,82,0.49234626,0.95023042,0.028295889,36.022537,0.24900322,0.60460597,0.060742665,0.028533248,5.3,492,17,0,7.8688145,"1700182920",FALSE,1
"2191","TX","Burleson",0,0,0,0,2014,17387,9354,0.17915596,0.27251375,0.55280733,0.17467889,0.59016556,0.11430281,100,0.48763302,0.74664217,0.17834863,38.677284,0.19878316,0.59768039,0.072915673,0.1772051,4.8,188,51,0,108.12676,"510093540",FALSE,1
"2193","CA","Butte",0,0,0,0,2014,223516,12083,0.26703823,0.23547111,0.5919174,0.17261146,0.79108727,0.25369149,108,0.49003953,0.90709424,0.01296398,37.910603,0.27408099,0.52827513,0.098154441,0.1222598,8.7,696,7,0,31.13871,"700120830",FALSE,1
